68.453276	0.000000
68.455562	0.010000
68.457782	0.020000
68.459934	0.030000
68.462017	0.040000
68.464031	0.050000
68.465975	0.060000
68.467848	0.070000
68.469650	0.080000
68.471380	0.090000
68.473036	0.100000
68.474619	0.110000
68.476128	0.120000
68.477562	0.130000
68.478920	0.140000
68.480203	0.150000
68.481409	0.160000
68.482539	0.170000
68.483590	0.180000
68.484564	0.190000
68.485460	0.200000
68.486277	0.210000
68.487015	0.220000
68.487674	0.230000
68.488253	0.240000
68.488752	0.250000
68.489171	0.260000
68.489510	0.270000
68.489768	0.280000
68.489945	0.290000
68.490042	0.300000
68.490057	0.310000
68.489992	0.320000
68.489845	0.330000
68.489618	0.340000
68.489310	0.350000
68.488921	0.360000
68.488451	0.370000
68.487901	0.380000
68.487270	0.390000
68.486558	0.400000
68.485767	0.410000
68.484896	0.420000
68.483946	0.430000
68.482916	0.440000
68.481807	0.450000
68.480621	0.460000
68.479355	0.470000
68.478013	0.480000
68.476593	0.490000
68.475096	0.500000
68.473524	0.510000
68.471876	0.520000
68.470152	0.530000
68.468354	0.540000
68.466483	0.550000
68.464538	0.560000
68.462520	0.570000
68.460431	0.580000
68.458271	0.590000
68.456040	0.600000
68.453739	0.610000
68.451370	0.620000
68.448932	0.630000
68.446427	0.640000
68.443855	0.650000
68.441218	0.660000
68.438517	0.670000
68.435751	0.680000
68.432922	0.690000
68.430031	0.700000
68.427079	0.710000
68.424066	0.720000
68.420994	0.730000
68.417864	0.740000
68.414677	0.750000
68.411432	0.760000
68.408133	0.770000
68.404779	0.780000
68.401371	0.790000
68.397911	0.800000
68.394399	0.810000
68.390837	0.820000
68.387225	0.830000
68.383565	0.840000
68.379857	0.850000
68.376103	0.860000
68.372304	0.870000
68.368460	0.880000
68.364573	0.890000
68.360643	0.900000
68.356672	0.910000
68.352661	0.920000
68.348610	0.930000
68.344521	0.940000
68.340395	0.950000
68.336232	0.960000
68.332034	0.970000
68.327802	0.980000
68.323537	0.990000
68.319239	1.000000
68.314910	1.010000
68.310550	1.020000
68.306161	1.030000
68.301744	1.040000
68.297298	1.050000
68.292827	1.060000
68.288329	1.070000
68.283807	1.080000
